usuario_id,sector,ciudad,edad,genero,dispositivo,nivel_formativo,plan_acceso,formato,progreso_percent,dias_inactivo,interacciones,evaluaciones_completadas,tiempo_total_horas,n_sesiones,abandono
U01479,universitaria,Sevilla,26,F,escritorio,básico,privado,híbrido,27.1,4,20,3,19.15,16,0
U01480,corporativa,Sevilla,31,F,escritorio,avanzado,subvencionado,híbrido,69.2,5,74,3,13.11,23,0
U01481,universitaria,Sevilla,53,M,escritorio,básico,privado,asincrónico,94.3,1,69,1,27.0,22,0
U01482,universitaria,Bilbao,58,M,escritorio,avanzado,gratuito,en vivo,70.1,7,23,4,10.99,25,0
U01483,corporativa,Valencia,21,M,móvil,avanzado,privado,asincrónico,65.5,5,53,1,39.44,28,0
U01484,universitaria,Valencia,23,M,móvil,avanzado,privado,asincrónico,25.3,3,95,3,33.81,13,0
U01485,corporativa,Barcelona,58,M,escritorio,básico,gratuito,asincrónico,39.2,3,20,0,19.86,29,0
U01486,subvencionada,Barcelona,33,F,tablet,avanzado,gratuito,en vivo,78.9,4,75,4,3.85,16,0
U01487,universitaria,Sevilla,42,F,escritorio,intermedio,gratuito,asincrónico,36.5,3,8,0,5.05,17,0
U01488,subvencionada,Bilbao,39,F,escritorio,avanzado,privado,asincrónico,89.7,4,29,4,48.63,12,0
U01489,subvencionada,Valencia,48,F,móvil,avanzado,gratuito,en vivo,55.9,0,89,2,7.39,13,0
U01490,corporativa,Valencia,23,Otro,tablet,básico,privado,en vivo,73.1,5,36,2,13.71,8,0
U01491,corporativa,Barcelona,32,F,móvil,avanzado,subvencionado,híbrido,60.8,0,6,4,53.21,21,0
U01492,universitaria,Bilbao,51,M,móvil,básico,privado,asincrónico,24.2,5,57,1,18.25,22,0
U01493,subvencionada,Zaragoza,36,F,tablet,básico,empresa,en vivo,22.3,6,41,3,1.26,24,0
U01494,universitaria,Barcelona,42,F,escritorio,intermedio,privado,híbrido,57.9,3,52,0,24.35,18,0
U01495,subvencionada,Zaragoza,19,M,móvil,básico,gratuito,asincrónico,35.9,3,79,2,8.74,28,0
U01496,subvencionada,Zaragoza,39,M,móvil,básico,privado,híbrido,54.3,4,46,1,31.3,20,0
U01497,universitaria,Valencia,25,M,escritorio,intermedio,subvencionado,híbrido,94.9,4,14,4,6.57,27,0
U01498,corporativa,Zaragoza,47,Otro,móvil,avanzado,empresa,asincrónico,55.3,0,74,1,104.5,19,0
U01499,subvencionada,Madrid,37,M,tablet,intermedio,subvencionado,asincrónico,69.4,2,14,0,6.97,17,0
U01500,corporativa,Zaragoza,22,F,tablet,básico,privado,híbrido,77.4,1,38,0,48.32,23,0
